SampleID,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Bam_file,Preprocessed
1-CONTROLCF3ME131W_M504-M704_spike_in__025_Gastric_1,Gastric,cfDNA,0.25,1,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/1-CONTROLCF3ME131W_M504-M704_spike_in__025_Gastric_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/1-CONTROLCF3ME131W_M504-M704_spike_in__025_Gastric_1.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__01_Gastric_1,Gastric,cfDNA,0.1,1,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__01_Gastric_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__01_Gastric_1.sorted.bam.filtered.bam.*
17-K1007SR1ME131W_M565-M765_spike_in__00005_Breast_0,Breast,cfDNA,0.0005,0,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/17-K1007SR1ME131W_M565-M765_spike_in__00005_Breast_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/17-K1007SR1ME131W_M565-M765_spike_in__00005_Breast_0.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Lung_0,Lung,cfDNA,0.001,0,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Lung_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Lung_0.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__00001_Gastric_0,Gastric,cfDNA,0.0001,0,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__00001_Gastric_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__00001_Gastric_0.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Gastric_1,Gastric,cfDNA,0.001,1,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Gastric_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Gastric_1.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Breast_1,Breast,cfDNA,0.001,1,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Breast_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_Breast_1.sorted.bam.filtered.bam.*
36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_CRC_0,CRC,cfDNA,0.001,0,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_CRC_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/36-CONTROLCF1R1ME131W_M523-M723_spike_in__0001_CRC_0.sorted.bam.filtered.bam.*
1-CONTROLCF3ME131W_M504-M704_spike_in__01_Breast_0,Breast,cfDNA,0.1,0,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/1-CONTROLCF3ME131W_M504-M704_spike_in__01_Breast_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/1-CONTROLCF3ME131W_M504-M704_spike_in__01_Breast_0.sorted.bam.filtered.bam.*
17-K1007SR1ME131W_M565-M765_spike_in__00001_CRC_2,CRC,cfDNA,0.0001,2,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/17-K1007SR1ME131W_M565-M765_spike_in__00001_CRC_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/17-K1007SR1ME131W_M565-M765_spike_in__00001_CRC_2.sorted.bam.filtered.bam.*
17-K1007SR1ME131W_M565-M765_spike_in__0001_Liver_1,Liver,cfDNA,0.001,1,/mnt/archiving/DATA_HIEUNHO/Spike_in/cfDNA_highdepth_control_deconv/17-K1007SR1ME131W_M565-M765_spike_in__0001_Liver_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/preprocessing_pipeline_for_kmer_at_CpG_sites/121023_spike_in_silico/02_truncated_reads_at_CpG_sites_modify/17-K1007SR1ME131W_M565-M765_spike_in__0001_Liver_1.sorted.bam.filtered.bam.*
